avg_accuracy,avg_time,max_difficulty,retry_rate,quizzes_attempted,skill_label
69.4977948568818,22.001149175461876,3,0.30205490226944764,18,1
75.20398840496118,15.324104037722769,2,0.24690548483891683,42,2
70.40439247709426,25.916108040557063,3,0.17498996880949164,67,1
76.31985163251142,23.68615767247779,1,0.31346120509645725,34,1
71.10433501139367,31.55909271866863,1,0.31858871026955093,14,1
86.32938125807472,22.302907326988453,1,0.39201303011419086,57,1
57.37067041127071,15.228269776962854,3,0.09605824751127723,27,1
46.40229194788862,13.797567337807358,2,0.2790670294787727,8,0
49.09400421995724,18.64168208309658,3,0.34972704194176685,31,0
73.37788692605136,14.307996780040746,2,0.08953962636252824,25,2
48.44675315360823,16.964758475798966,1,0.012721872594066054,74,0
46.03179355503004,21.519469200818143,2,0.3576869051583703,53,0
65.17086354274284,27.25987071573413,1,0.03691623449149844,51,1
71.39501947454539,12.043975798721798,2,0.0627910730864775,52,2
43.05389799274319,16.921941203680092,1,0.033806803072272774,56,0
50.467466166835514,19.26180256978455,2,0.09444661324696174,32,0
58.44568197848862,21.563367903328697,1,0.02493654500449658,63,1
52.62184721720104,27.83373964711381,3,0.33777626905345154,22,0
62.37061834117273,23.315431661375577,3,0.04194766661299237,32,1
41.003559888886315,18.05197913957946,3,0.035681731484822475,48,0
51.66082057749006,18.573171606956507,1,0.27164092765779585,71,0
72.4411420145788,21.989552543856256,3,0.29472899015796516,12,2
69.32677173303796,24.11146356306603,2,0.1135103623194898,10,1
84.98236985725062,25.18888055733932,3,0.1424386903591385,74,1
70.28874096784436,15.930669793399861,2,0.0901331190850113,74,2
52.29788641922541,14.017034331488892,3,0.03515504981605755,28,0
84.83827123132126,12.005843641541055,3,0.007296992571344418,40,2
89.86277673841971,32.41525657435052,3,0.34620285035759213,10,1
88.75335814725713,22.26871948146961,2,0.2674572879697724,61,1
75.92286354182768,23.375918301122763,2,0.11199163746411367,48,1
50.253878007472956,34.19985166260585,3,0.07980277093532791,24,0
52.12048662075401,12.870920618480088,2,0.30711180057713555,42,0
69.06191107113061,13.859067881855058,1,0.21303577302063437,37,1
58.46152407549481,21.35669930547749,1,0.0253499881891071,48,1
50.08652311651179,27.114288696995832,1,0.055529909376808156,77,0
78.01139299448432,24.890968515196107,2,0.16473636565890742,53,1
82.53637300082273,28.649363138717952,2,0.0497188893942179,79,1
86.91702284105189,14.530826654141503,3,0.3705797694358845,68,2
68.7236556589956,31.0457194189568,3,0.3181069247439561,18,1
79.97685654597578,30.628316917319932,1,0.32582988809255287,30,1
85.3933065231258,17.904914557412365,2,0.15697804296905415,44,2
62.597430064951965,27.84456137138315,3,0.24964061767273504,27,1
61.93723376941695,24.437156772653143,1,0.35982982930982743,70,1
67.17764305569943,32.661802774113674,3,0.21713972424536357,74,1
86.99160618067376,25.692701326785446,2,0.0557088290653549,19,1
83.93145576867191,22.38559066009914,2,0.35755703322038307,40,1
89.88463079619217,28.810078000970567,1,0.09939565592578631,59,1
47.15639927742348,15.113614829236582,2,0.30498347429627626,78,0
57.10408743579538,30.53143261680032,3,0.1515286262227663,56,1
59.86436452801836,29.93238414448884,1,0.19454299279824314,72,1
76.1126284196533,28.00091341365186,3,0.23937708048209083,40,1
67.13622216737981,16.294976472673817,1,0.33071953112363134,78,1
57.12621285892717,15.683774575749675,3,0.18480232145765307,50,1
70.74751315763272,32.79631022107412,2,0.0403178412063546,64,1
69.64814526294109,12.55531660562999,1,0.3689997524709183,76,1
72.5683605494123,29.28116671299345,3,0.24268601855314237,55,1
76.82221178123615,33.35917536922537,2,0.36427447930228524,5,1
45.661902292037766,34.62102997405836,2,0.07452835179764827,61,0
56.60732063274695,17.78610660114103,3,0.23651017429797172,25,1
58.96528491927744,28.60624129608222,2,0.3211413794392046,30,1
56.67495858455721,19.954217339773585,1,0.3454072562451828,42,1
57.31729971829806,18.673830047405694,2,0.36738188997572047,47,1
41.642333512171916,32.81873657197822,2,0.07055479460248933,75,0
48.27566587139869,10.846979006164874,1,0.14495755964665324,67,0
53.87935863147091,15.502430352027426,2,0.26541494880668426,75,0
88.77706578413782,21.474724700425327,2,0.3442528071562936,67,2
89.84371259229736,22.554875258281065,1,0.12397477050744438,55,1
50.49527965477929,32.45135723601784,2,0.07627508826546664,49,0
58.886297372008464,30.914120332308322,3,0.026283455771340947,51,1
66.38238650723929,23.361397281431174,1,0.1603052243501304,42,1
78.26781405331204,12.574536983282888,1,0.030201345521555692,7,1
58.66546581398765,16.768616828588844,2,0.2106313866637175,59,1
47.80762986830952,27.899305721184938,1,0.1631937981459379,61,0
51.098608096647474,15.776869914701784,3,0.20220315164241354,76,0
45.205429099228695,29.997902134329735,3,0.3549841930054012,12,0
44.97206963796726,16.07930477498635,2,0.24127896087079184,50,0
81.51099322834958,19.92958824046137,1,0.056432739511085434,18,1
54.65738651305067,32.40839546302799,3,0.25329630996438424,37,0
50.394312757301364,10.663305096845493,1,0.3505776303501176,33,0
61.0712275296249,32.31679277692437,3,0.24990450841730044,15,1
52.971171671564626,19.49231020418167,3,0.01369124432821165,24,0
71.2074453924567,20.23529130478101,2,0.14510315786637817,57,2
54.723287977095886,33.71133267405392,2,0.3119035099152123,78,0
68.28883099832802,34.63418280604337,3,0.3199421023789261,18,1
77.08434721143328,27.47114632902261,1,0.10315507417328092,26,1
81.74651183996495,34.61005451758881,2,0.3602289204945543,41,1
40.919533827373336,32.857470164012476,1,0.32602177136098287,45,0
53.7027610343603,23.854450062894834,1,0.19898595759195625,31,0
85.00093209240526,31.847251939062883,2,0.24020674417346136,57,1
48.76856393117248,32.860298648123994,2,0.16175260061960972,66,0
65.94588526414188,11.174149169376376,2,0.2952134465705482,55,1
44.516848028880396,29.27464813838696,1,0.15571824561679062,44,0
61.859669817862176,32.887841932297846,3,0.11884868624927002,58,1
63.80252010995498,26.591779134066204,2,0.054000510968482775,60,1
50.74701892953784,10.779578376532116,3,0.23803117228010195,66,0
87.76181563617395,13.866803522080906,1,0.3083648814983288,77,1
43.75688908679044,28.204718905090083,1,0.28197021987558124,46,0
62.98407563805655,11.898335259240552,2,0.3197663515875917,48,1
88.38496941035433,10.131345463959622,3,0.12583862272376437,63,2
85.86567877311214,13.420465772974035,2,0.27622409297825623,51,2
44.33526059310918,33.95426982509826,3,0.2928899545638245,25,0
77.95179227694248,28.102583231828465,2,0.3922307200719953,16,1
51.06047209098011,34.69170019991617,1,0.2679669858200157,36,0
75.27875862578442,33.13120793539164,3,0.22232263257487186,11,1
41.69729892928994,27.435506681171,1,0.07703961111425217,76,0
88.55291225826838,33.60666222783585,2,0.2980258192480882,43,1
62.7571842518078,23.060864401779224,3,0.01480305388619705,35,1
58.23486247286529,24.01692985008785,1,0.030781280651683663,41,1
66.51325663174501,21.025804043704042,3,0.02614253631957695,19,1
80.19884897004488,23.460037259519687,2,0.12750100117282798,37,1
84.29888741180935,25.396579704557617,2,0.16700243361115685,46,1
89.51706566708886,10.005938089397114,1,0.2115748536108848,36,1
86.62949547126264,11.750742643686776,2,0.14028472618068408,66,2
44.42717053068091,10.939919330156522,1,0.2323028828909311,14,0
44.58496675557151,18.409261595710554,1,0.29290872287385805,53,0
45.52370565656973,18.865553941019414,2,0.3411287286767606,22,0
51.680387552495496,11.052329740909046,1,0.36413564082301375,77,0
45.473379933955755,19.790753513508903,3,0.37998447358009013,65,0
52.949132580090684,24.713855724331133,3,0.3516473230248659,50,0
70.0399223221099,32.59309917938177,2,0.0668135784368301,56,1
43.2493204741447,20.03950591063719,1,0.2598586595969474,78,0
42.34726785739065,19.60226528728124,1,0.07457530485770181,7,0
81.3102847896983,30.019242178246877,2,0.38764105205632454,53,1
65.91301833381961,24.931851810758523,1,0.06955809968779492,39,1
77.91192378520456,27.400515451344805,3,0.32633324999624713,17,1
51.19088074113115,23.42436057233534,1,0.357968576491136,15,0
83.87304313151901,16.64000106471765,1,0.3554992319475909,29,1
82.60967666735039,10.885559210463626,3,0.2620967922556087,9,2
76.76063272617264,17.03477401443817,3,0.0020328559272103862,9,2
42.43917908365866,23.315062985019054,1,0.08807328077992455,32,0
43.80654297451501,31.280172851219216,1,0.1922346309306592,62,0
68.56594709597871,26.552800252664117,3,0.34579715212293943,37,1
83.9314993177579,29.935650540173203,1,0.0629362638810104,52,1
75.41814883575174,30.9253332090918,1,0.37203614020389547,67,1
74.94953690197939,14.730538494625147,1,0.3523483036795714,62,1
63.27350043849918,31.97678700570329,2,0.051547946989378084,57,1
77.1754128145804,14.018997401207706,2,0.3328536711830968,16,2
40.31929358584168,17.17595332937282,2,0.13057343060131718,21,0
45.792192839012884,19.41738404966997,1,0.31193815806045744,74,0
54.16714741327908,10.460692968455437,1,0.38519680154359787,67,0
59.60756057225983,14.487433085595836,1,0.04100389119627171,72,1
48.68767376537834,29.271352713524745,3,0.06655103477290894,16,0
43.36753007343859,24.55426150440683,1,0.02316818422351932,54,0
89.50741863753235,26.90130642966886,3,0.05203449605225279,11,1
43.28130722870065,30.537823685186023,3,0.1954572761618663,55,0
52.62543748441911,10.025736996140836,2,0.10945066651266636,33,0
87.21518174789149,12.554840492342976,1,0.06544952847666767,33,1
74.68411128907442,15.51924031971901,2,0.30912911200672183,26,2
46.566756320468905,31.70135806330732,2,0.06042315671236009,25,0
85.47622554739092,31.434002302312464,2,0.30403763137523887,73,1
89.19888239799141,20.233350157876075,2,0.09198184235643447,65,2
50.01795717743563,31.703070337263274,2,0.34574329993585484,31,0
88.40967139573608,14.63813789257803,1,0.03646579616247667,12,1
78.5460922322026,31.119580702922192,3,0.25048812865256614,68,1
54.708398667173896,32.79590087399778,2,0.24666012580829522,50,0
63.10486453828303,10.030795879160648,3,0.05007431688102018,13,1
50.02623633501683,22.289863668535922,3,0.2606077867209059,6,0
79.87795503185941,17.759048973089342,1,0.05983225706702631,25,1
43.62234438972794,19.81233891016712,2,0.389879940748276,42,0
54.58312893546516,27.374547153163565,1,0.38105945521548684,45,0
41.980941267417855,22.012673681445726,1,0.09681800634501099,50,0
47.12477714507566,22.472203836283903,2,0.08413983196754744,37,0
67.98243417434571,10.244271185479592,1,0.2070846573538846,37,1
84.12667429097999,12.062713361010532,1,0.0314313988620083,26,1
56.10473511096677,34.43665965786964,2,0.2757859876549063,19,1
50.007512212240506,14.187064556476745,1,0.3806199897421308,65,0
75.32378632434506,10.789653620641051,2,0.24664183274498963,36,2
54.941794316865696,33.38004538248649,2,0.2501218640855791,66,0
70.6128992940579,22.109961189351015,3,0.35792666242421106,8,1
69.8737931315965,29.59581383547155,3,0.25743107807861,45,1
48.19997404947486,20.96518041223846,2,0.02414083359622552,16,0
47.97723400565942,31.794589164805043,2,0.1316069751258649,49,0
49.10589578443496,29.742462678561978,3,0.017464663082944476,48,0
67.76817754688156,27.980044456806596,2,0.13292585014204358,60,1
88.73965810733915,26.258142158673422,2,0.16130454444953274,65,1
43.60992044895879,10.766312555145152,1,0.33618096251077345,53,0
83.41362527041903,28.1792267441577,1,0.33849811680761976,41,1
57.29674962734815,19.27596907461507,2,0.34681259844897944,40,1
41.46972228782536,19.88787924622538,2,0.23908942610234574,40,0
61.08604634367277,16.920694930876287,3,0.11354181144345801,16,1
59.192357593389815,21.645320175506214,1,0.2932452089661124,30,1
75.79124823410443,32.72581301664103,3,0.25301621329052243,18,1
88.56975470208198,14.524423817737244,1,0.02765311447464778,45,1
52.36155372015885,31.768747531812785,3,0.23716735993271276,6,0
44.76307539773131,26.303081138260946,1,0.387764928934115,70,0
82.8993126961353,10.225760103238756,1,0.30938925027464026,60,1
59.8329888171781,15.925696427708404,3,0.0944201853385856,71,1
62.101218689142875,18.272234074729298,1,0.13480127057251454,5,1
62.47169176068688,24.697109277759672,1,0.10101111283016771,32,1
41.83357134667715,28.410050376641014,1,0.21340477011987824,53,0
82.20852244845986,30.14175382375133,3,0.34730851220530345,65,1
41.70938829695791,34.66732450892904,1,0.2124678112004128,24,0
42.584841862076345,26.000074170922844,3,0.18087961131337413,63,0
55.807805248837525,22.68087021720981,2,0.2752831463466382,24,1
89.33150614794235,34.127967410901135,3,0.006951916074191856,54,1
88.65488740351732,24.502805742386702,3,0.20869201865448528,27,1
73.34321287730522,13.491281368907822,2,0.12317197663647637,54,2
50.09267260614742,26.835810833122935,2,0.07533963350624058,12,0
47.808192239608694,15.864032333370716,3,0.07085991577895437,38,0
73.08161751855734,34.46578218501326,3,0.2732992113158583,21,1
81.54385956708526,31.61522089887592,1,0.012154823878734745,76,1
79.77551858482016,32.966944924837605,1,0.08627006095908687,18,1
59.69322028270793,26.280824426037302,2,0.1394294668967882,70,1
89.97068628853333,11.2053009715139,1,0.3465754670110582,52,1
77.62138813077863,12.262042382176269,3,0.29537968370053064,72,2
72.5255823895858,29.129771613894615,2,0.17526893856479508,17,1
79.89068244293173,20.889582870323324,3,0.15026890075269062,58,2
72.45373293971966,18.20953069712703,1,0.14658461394855915,75,1
68.17194636742295,19.51049260581994,1,0.17947744904901228,53,1
67.28434442477368,21.11048631878004,2,0.029278369507377458,76,1
73.41063992775082,25.487258650240364,2,0.2001781236522966,30,1
87.57392798329955,31.179184034314353,1,0.3255065153278346,29,1
59.00978093929285,19.97056952242251,1,0.0984278635191993,19,1
59.71826619091751,23.735355960761332,2,0.28724923049059775,47,1
40.91162913381808,14.894449642088652,3,0.358685715936049,19,0
52.174114828814965,33.175863619907666,3,0.07886165062915095,17,0
57.581134361981725,12.535520711230413,1,0.2469407029651897,56,1
73.50480173054709,33.24014693554973,3,0.2323728213051191,40,1
75.88178929543147,19.997630170103903,1,0.1654196406101406,79,1
46.1611327086083,31.48539483201473,3,0.2100653534668241,75,0
54.7639144610155,29.83518145369593,1,0.10262511348054551,40,0
61.226371259818094,12.175974064691466,2,0.22009061686250472,49,1
71.65756877970111,33.78508355516642,3,0.25519408231731905,25,1
84.2103231674204,15.701994298723312,1,0.25864236536914403,46,1
85.00115616990055,18.83553448256795,2,0.10225799912370892,72,2
53.740301777406806,30.56535796284196,3,0.2670199597165882,22,0
78.3328067600203,13.742599198923944,3,0.23464338527018966,51,2
51.761779240099244,31.731490616276314,1,0.08669592003631027,26,0
41.18192930231682,26.04928751108165,3,0.218678965085628,14,0
52.84419238228574,25.80038715051046,1,0.19870674354366777,6,0
53.72701270000627,24.92617292239229,2,0.16172750724171686,43,0
76.2258425699309,10.39552729413956,2,0.04164385975366654,46,2
85.27623961648369,29.315568186234565,1,0.35767634986564734,7,1
60.059395701949136,19.173901980120014,2,0.14199852233277493,72,1
62.120496824033474,30.79657783128555,1,0.027972642283773653,36,1
67.00059573022553,32.00197718903645,2,0.27205277244138054,48,1
56.21668765576878,18.32504782645495,2,0.020935550314603327,48,1
73.09195949246893,23.944585434250623,2,0.1785409404790569,12,1
69.02375033583374,12.219184852694212,1,0.07012117694306386,35,1
77.74189099704239,14.261948454347937,2,0.038670579858687854,59,2
77.8081664447623,18.68928810597455,3,0.3708711277917811,27,2
59.96579579046541,13.810400333260436,1,0.29487209000289727,69,1
82.10166471882107,23.023949431801057,2,0.10281890657283195,76,1
77.7635210248404,13.192837090880872,2,0.06372160824759213,18,2
45.882451423677935,15.68393250240247,1,0.14405456298860764,6,0
86.84789115155314,23.845056017809405,3,0.33011444329315875,66,1
62.36012702524178,25.014858334015432,3,0.06470568454084384,26,1
64.84817414529151,34.80395037058282,1,0.1564171052232698,16,1
86.52976073219581,12.909159947136903,2,0.25118002110905435,34,2
83.89871602225347,31.70141725268626,2,0.05651121971020232,11,1
55.23395695490204,12.022982076281306,1,0.0091575299904481,6,1
51.18072172481556,33.93307219736468,2,0.2563888309381328,29,0
68.75816752483125,21.983861003446293,1,0.36910287620535775,18,1
46.95990123087649,32.45654068231765,2,0.06993545090416502,7,0
87.63987638006472,30.6300191853892,1,0.14701376891661258,12,1
63.91170115240361,22.65268887116877,3,0.3852460446356696,64,1
78.83618152358463,13.050876303109876,1,0.3745796695534642,24,1
61.9755844316455,12.641617106543599,2,0.00013300244819576258,47,1
70.97939774489149,26.255027309953835,3,0.15458433646365888,9,1
79.038079303422,21.495010594233005,2,0.19384063480754588,54,2
42.88902804981833,27.37588072146383,1,0.1721348710035685,13,0
47.11246843435981,13.034623485560722,2,0.10615496367527784,11,0
74.60806708470659,11.557294953251567,3,0.09155784193864545,56,2
48.68762978311473,26.39309181404141,2,0.1704333535561486,67,0
79.60468168802717,20.119960727129996,1,0.14169449617790983,31,1
60.706487626446346,30.688447389171856,1,0.15483150413425234,9,1
40.55156322143236,20.40384995449404,3,0.16743224864957412,25,0
78.01449115610674,13.427742643224976,3,0.24757927720308862,17,2
40.60603873219466,16.030036439988535,1,0.07954251111011837,49,0
42.13166046435164,19.285214191253516,1,0.2191837955894772,67,0
64.96669174893091,16.65048195013452,1,0.19529645480871127,72,1
83.23301960702088,16.08694921012168,2,0.1904072517475066,56,2
82.97826158234729,19.809843038211863,2,0.3568338755760938,68,2
79.34516931276475,17.88517239370032,1,0.32355338465453126,52,1
52.73353110230256,31.021789485648064,2,0.10122337312031382,25,0
81.25660979643519,22.386302586524543,3,0.18004977296790386,53,1
70.69667923800309,11.666301014017249,1,0.06006760032681666,36,1
89.41376355000656,21.081827186090457,1,0.015208739294981967,47,1
72.95177671018405,30.05326395318969,3,0.0048433900939549804,9,1
65.42896447237892,19.68988078706924,3,0.11861423251506209,15,1
88.53749788353352,33.557884741829824,3,0.07407822714698718,62,1
44.91978248566986,26.507567992533453,2,0.008377984412365124,12,0
78.46115739190668,25.616589221356595,2,0.26694015921857134,71,1
46.06932090797032,25.375324200971665,2,0.027701722514343975,66,0
84.7907298685941,18.055387586115707,3,0.3919881317435403,17,2
69.12113291036232,28.7018294857383,2,0.051238298546480016,19,1
45.54039810899035,24.96328939210914,1,0.14886680953500533,63,0
67.5045970229078,19.716319965746173,2,0.37723033509788306,34,1
86.41587664242886,26.899556889658886,3,0.3547699600837078,25,1
54.29533946195801,30.398673474215432,3,0.35170746399913533,16,0
85.94632668197772,16.306025504334038,1,0.08842534858149138,12,1
77.40959529894988,23.94533063777675,3,0.2624647350724286,79,1
56.00299162604917,28.82968339783507,1,0.3749552265988476,33,1
76.39735883653717,12.698592866161608,1,0.2903919639941182,31,1
88.25648710634982,22.20985325162349,3,0.33628121120448,26,1
67.11186027459242,24.75869226146932,3,0.11901938052752824,23,1
47.57846857938368,12.343923016138916,3,0.3508553766045616,12,0
63.077873720989494,10.233290495677332,1,0.29668482460517204,7,1
89.59049756746816,12.479452489680398,2,0.26302412511120926,14,2
77.11740252862546,30.377959612009196,3,0.07520989384616646,45,1
58.76299522213331,23.467391683575975,2,0.3392191164523088,62,1
41.76556774701196,28.643344568280803,2,0.2998181937875553,57,0
58.39703756510423,18.173290408451976,3,0.3367881485986835,74,1
83.83253809141003,34.908358440681184,3,0.17944425238181705,24,1
79.01998880736372,15.430227442280263,2,0.15661027927113175,58,2
74.78090732484034,10.080456590106968,2,0.06675404714194837,64,2
79.7098665638542,12.324765995578304,3,0.3497049882440951,18,2
76.17023828061431,12.603433948007186,2,0.2245938351838095,8,2
42.64019802342641,22.16494155609383,2,0.3219955998723079,35,0
41.1466405634021,18.052700105729638,3,0.030823311653732467,26,0
74.77078241640265,28.648130220341862,2,0.2830723738963663,35,1
81.25653338330577,23.00741442296635,1,0.05898101068251358,59,1
76.77528032437688,15.896439978592177,3,0.08824478108448451,51,2
89.91737556964748,33.327833283588944,1,0.0693920297063829,74,1
71.80886823541164,29.641290452005798,3,0.2743645084199455,51,1
81.99011428178086,19.5958237983261,1,0.3801251011722367,73,1
49.22381265668197,19.05588604130721,2,0.06611764438806982,74,0
65.90393831194078,17.468139339719325,1,0.022454441366484,39,1
61.482840636946754,31.818256262115046,1,0.18469312544495287,53,1
61.75901996276784,33.43383235539661,2,0.25246825838268255,43,1
64.82305761776499,20.921267565379488,1,0.0028116815254476627,45,1
47.94540838346768,25.255628736941034,1,0.3005500344116183,28,0
63.60302170984991,10.33506566080414,2,0.11287482987728006,11,1
52.348939953599995,32.65636451302592,2,0.10877989045145241,58,0
61.44434394305193,31.119735907150535,2,0.0261464630257541,49,1
82.65448117018252,11.162514661001637,2,0.3625749813377644,61,2
57.29602237508472,17.879738027433973,3,0.13893733050353707,19,1
41.091169838774476,26.594742154389728,3,0.3528542457128241,25,0
